materia,matter,,,,,,,,,,,,
llega,arrives,,,,,,,,,,,,
carrera,race,,,,,,,,,,,,
cierta,certain,,,,,,,,,,,,
sola,alone,,,,,,,,,,,,
psoe,PSOE.,,,,,,,,,,,,
lejos,far,,,,,,,,,,,,
juez,judge,,,,,,,,,,,,
características,characteristics,,,,,,,,,,,,
riesgo,risk,,,,,,,,,,,,
fácil,easy,,,,,,,,,,,,
diferencia,difference,,,,,,,,,,,,
cultural,cultural,,,,,,,,,,,,
libros,books,,,,,,,,,,,,
práctica,practice,,,,,,,,,,,,
mayo,may,,,,,,,,,,,,
nuestras,ours,,,,,,,,,,,,
programas,programs,,,,,,,,,,,,
memoria,memory,,,,,,,,,,,,
llegado,arrived,,,,,,,,,,,,
plazo,term,,,,,,,,,,,,
expresión,expression,,,,,,,,,,,,
diciembre,December,,,,,,,,,,,,
mantener,maintain,,,,,,,,,,,,
enero,January,,,,,,,,,,,,
volver,return,,,,,,,,,,,,
cuadro,frame,,,,,,,,,,,,
producto,product,,,,,,,,,,,,
produce,produces,,,,,,,,,,,,
europea,European,,,,,,,,,,,,
conciencia,awareness,,,,,,,,,,,,
tenían,They had,,,,,,,,,,,,
atrás,behind,,,,,,,,,,,,
felipe,Felipe.,,,,,,,,,,,,
creación,creation,,,,,,,,,,,,
chile,chili,,,,,,,,,,,,
precio,price,,,,,,,,,,,,
película,film,,,,,,,,,,,,
puerto,port,,,,,,,,,,,,
fuego,fire,,,,,,,,,,,,
cuestión,question,,,,,,,,,,,,
pasó,He passed,,,,,,,,,,,,
costa,coast,,,,,,,,,,,,
supuesto,assumption,,,,,,,,,,,,
local,local,,,,,,,,,,,,
habla,speaks,,,,,,,,,,,,
aspectos,aspects,,,,,,,,,,,,
cuba,Cuba,,,,,,,,,,,,
sala,living room,,,,,,,,,,,,
cámara,camera,,,,,,,,,,,,
vuelta,return,,,,,,,,,,,,
vía,via,,,,,,,,,,,,
mirada,look,,,,,,,,,,,,
mejores,top,,,,,,,,,,,,
informe,report,,,,,,,,,,,,
unidad,Unit,,,,,,,,,,,,
distintos,Differentos,,,,,,,,,,,,
suerte,luck,,,,,,,,,,,,
tales,such,,,,,,,,,,,,
mira,look,,,,,,,,,,,,
llamado,called,,,,,,,,,,,,
técnica,technique,,,,,,,,,,,,
título,qualification,,,,,,,,,,,,
s,S.,,,,,,,,,,,,
principios,beginning,,,,,,,,,,,,
octubre,October,,,,,,,,,,,,
volvió,went back,,,,,,,,,,,,
período,period,,,,,,,,,,,,
g,G.,,,,,,,,,,,,
encontrar,meet,,,,,,,,,,,,
democracia,democracy,,,,,,,,,,,,
aumento,increase,,,,,,,,,,,,
fútbol,football,,,,,,,,,,,,
prueba,proof,,,,,,,,,,,,
consumo,consumption,,,,,,,,,,,,16
pese,I weighed,,,,,,,,,,,,
ocasiones,occasions,,,,,,,,,,,,
exterior,Exterior,,,,,,,,,,,,
solución,solution,,,,,,,,,,,,
u,or,,,,,,,,,,,,
hija,daughter,,,,,,,,,,,,
sueño,dream,,,,,,,,,,,,
parís,Paris,,,,,,,,,,,,
capaz,capable,,,,,,,,,,,,
ocasión,chance,,,,,,,,,,,,
industria,industry,,,,,,,,,,,,
adelante,ahead,,,,,,,,,,,,
salida,exit,,,,,,,,,,,,
ciencia,science,,,,,,,,,,,,
asunto,matter,,,,,,,,,,,,
asociación,association,,,,,,,,,,,,
puso,put,,,,,,,,,,,,
intereses,interests,,,,,,,,,,,,
oro,gold,,,,,,,,,,,,
podrá,can.,,,,,,,,,,,,
pregunta,question,,,,,,,,,,,,
oposición,opposition,,,,,,,,,,,,
entrar,get in,,,,,,,,,,,,
señora,Ms,,,,,,,,,,,,
señaló,he pointed,,,,,,,,,,,,
santiago,Santiago,,,,,,,,,,,,
dolor,pain,,,,,,,,,,,,
zonas,Zones,,,,,,,,,,,,
comercio,Commerce,,,,,,,,,,,,
operación,operation,,,,,,,,,,,,
tribunal,court,,,,,,,,,,,,
instituciones,institutions,,,,,,,,,,,,
temas,topics,,,,,,,,,,,,
militares,military,,,,,,,,,,,,
junio,June,,,,,,,,,,,,
marco,framework,,,,,,,,,,,,
sectores,sectors.,,,,,,,,,,,,
hacerlo,do it,,,,,,,,,,,,
aspecto,appearance,,,,,,,,,,,,
razones,reasons,,,,,,,,,,,,
contenido,content,,,,,,,,,,,,
juicio,judgment,,,,,,,,,,,,
electoral,electoral,,,,,,,,,,,,
considera,considers,,,,,,,,,,,,
tendrá,will have,,,,,,,,,,,,
mucha,a lot,,,,,,,,,,,,15
voluntad,Will,,,,,,,,,,,,
dicen,they say,,,,,,,,,,,,
recuerdo,memory,,,,,,,,,,,,
socialista,socialist,,,,,,,,,,,,
área,area,,,,,,,,,,,,
aparece,appear,,,,,,,,,,,,
vio,he saw,,,,,,,,,,,,
cama,bed,,,,,,,,,,,,
aun,still,,,,,,,,,,,,
presenta,presentment,,,,,,,,,,,,
pp,pp.,,,,,,,,,,,,
revolución,revolution,,,,,,,,,,,,
busca,search,,,,,,,,,,,,
abril,April,,,,,,,,,,,,
rodríguez,Rodríguez.,,,,,,,,,,,,
fiscal,fiscal,,,,,,,,,,,,
lópez,Lopez.,,,,,,,,,,,,
victoria,victory,,,,,,,,,,,,
violencia,violence,,,,,,,,,,,,
primeras,First,,,,,,,,,,,,
pequeña,little,,,,,,,,,,,,
armas,weapons,,,,,,,,,,,,
debía,should,,,,,,,,,,,,
ii,II.,,,,,,,,,,,,
esfuerzo,effort,,,,,,,,,,,,
humana,Humana,,,,,,,,,,,,15
posibilidades,possibilities,,,,,,,,,,,,
centros,centers,,,,,,,,,,,,
profesional,professional,,,,,,,,,,,,
asimismo,in addition,,,,,,,,,,,,
grado,grade,,,,,,,,,,,,
has,HAS.,,,,,,,,,,,,
toma,taking,,,,,,,,,,,,
distintas,Differentos,,,,,,,,,,,,
material,material,,,,,,,,,,,,
carne,meat,,,,,,,,,,,,
llama,call,,,,,,,,,,,,
particular,particular,,,,,,,,,,,,
jorge,Jorge,,,,,,,,,,,,
trabajar,to work,,,,,,,,,,,,
propuesta,proposal,,,,,,,,,,,,
muerto,dead,,,,,,,,,,,,
precios,prices,,,,,,,,,,,,
reforma,reform,,,,,,,,,,,,
hermano,brother,,,,,,,,,,,,
corte,cut,,,,,,,,,,,,
comenzó,started,,,,,,,,,,,,14
etapa,stage,,,,,,,,,,,,
obstante,Letter,,,,,,,,,,,,
pone,places,,,,,,,,,,,,
diversos,Diversery,,,,,,,,,,,,
visita,visit,,,,,,,,,,,,
concepto,concept,,,,,,,,,,,,
pacientes,patients.,,,,,,,,,,,,
semanas,weeks,,,,,,,,,,,,14
tipos,types,,,,,,,,,,,,
solamente,only,,,,,,,,,,,,
deseo,desire,,,,,,,,,,,,
sistemas,Systems,,,,,,,,,,,,
encuentran,Find,,,,,,,,,,,,
siguientes,following,,,,,,,,,,,,
martín,Martin,,,,,,,,,,,,
suficiente,enough,,,,,,,,,,,,
marzo,March,,,,,,,,,,,,
propios,Own,,,,,,,,,,,,
jamás,Never,,,,,,,,,,,,
dan,Dan.,,,,,,,,,,,,
club,club,,,,,,,,,,,,
instituto,Institute,,,,,,,,,,,,
constitución,Constitution,,,,,,,,,,,,
curso,course,,,,,,,,,,,,
lenguaje,language,,,,,,,,,,,,
estilo,style,,,,,,,,,,,,
rosa,pink,,,,,,,,,,,,
imposible,impossible,,,,,,,,,,,,
pablo,Paul,,,,,,,,,,,,
buscar,search for,,,,,,,,,,,,
peor,worse,,,,,,,,,,,,
piel,skin,,,,,,,,,,,,
arriba,above,,,,,,,,,,,,
generales,general,,,,,,,,,,,,
septiembre,September,,,,,,,,,,,,
blanca,White,,,,,,,,,,,,
r,R.,,,,,,,,,,,,
aquellas,those,,,,,,,,,,,,
teoría,theory,,,,,,,,,,,,
animales,animals,,,,,,,,,,,,
hicieron,they made,,,,,,,,,,,,
larga,long,,,,,,,,,,,,
perdido,lost,,,,,,,,,,,,
imágenes,images,,,,,,,,,,,,
paciente,patient,,,,,,,,,,,,
conseguir,get,,,,,,,,,,,,
máximo,maximum,,,,,,,,,,,,13
noviembre,November,,,,,,,,,,,,
j,J.,,,,,,,,,,,,
líder,Leader,,,,,,,,,,,,
hospital,hospital,,,,,,,,,,,,
diversas,diverse,,,,,,,,,,,,
rafael,Rafael.,,,,,,,,,,,,
vuelve,returns,,,,,,,,,,,,
destino,destination,,,,,,,,,,,,
torno,turnstile,,,,,,,,,,,,
proyectos,Projects,,,,,,,,,,,,
flores,flowers,,,,,,,,,,,,
niveles,levels,,,,,,,,,,,,
afirmó,he claimed,,,,,,,,,,,,
explicó,He explained,,,,,,,,,,,,
n,N.,,,,,,,,,,,,
somos,are,,,,,,,,,,,,13
términos,Terms,,,,,,,,,,,,
premio,prize,,,,,,,,,,,,
tercera,third,,,,,,,,,,,,
